task,algo1,algo2,test,alpha,epsilon,target_n,power,se
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,5,0.414,0.015575750383207868
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,5,0.561,0.015693278816104682
Ant-v5,SAC,TD3,permutation,0.05,1.0,5,0.313,0.014663935351739656
Ant-v5,SAC,TD3,t-test,0.05,1.0,10,0.657,0.015011695440555674
Ant-v5,SAC,TD3,Welch t-test,0.05,1.0,10,0.608,0.015438134602341048
Ant-v5,SAC,TD3,Mann-Whitney,0.05,1.0,10,0.703,0.014449602070645405
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,10,0.734,0.013972973913952606
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,10,0.823,0.012069424178476786
Ant-v5,SAC,TD3,permutation,0.05,1.0,10,0.666,0.014914556647785411
Ant-v5,SAC,TD3,t-test,0.05,1.0,20,0.964,0.005891010100144119
Ant-v5,SAC,TD3,Welch t-test,0.05,1.0,20,0.968,0.005565608681896351
Ant-v5,SAC,TD3,Mann-Whitney,0.05,1.0,20,0.958,0.006343185319695463
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,20,0.964,0.005891010100144119
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,20,0.984,0.00396787096564392
Ant-v5,SAC,TD3,permutation,0.05,1.0,20,0.976,0.004839834707921338
Ant-v5,SAC,TD3,t-test,0.05,1.0,30,0.997,0.0017294507798720387
Ant-v5,SAC,TD3,Welch t-test,0.05,1.0,30,0.998,0.0014127986409959495
Ant-v5,SAC,TD3,Mann-Whitney,0.05,1.0,30,0.994,0.002442130217658347
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,30,0.995,0.002230470802319547
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,30,0.999,0.0009994998749374613
Ant-v5,SAC,TD3,permutation,0.05,1.0,30,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,2.0,2,0.21,0.01288021738946979
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,2,0.104,0.009653186002558949
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,2,0.962,0.006046155803483734
Ant-v5,SAC,TD3,permutation,0.05,2.0,2,0.965,0.005811626278418119
Ant-v5,SAC,TD3,t-test,0.05,2.0,3,0.584,0.015586660963785668
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,3,0.404,0.015517216245190372
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,3,0.794,0.0127892142057282
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,3,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,3,0.901,0.009444522221901962
Ant-v5,SAC,TD3,t-test,0.05,2.0,5,0.953,0.00669260786241059
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,5,0.902,0.009401914698613255
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,5,0.897,0.009612023720320294
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,5,0.967,0.005648982209212561
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,5,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,5,0.996,0.0019959959919799443
Ant-v5,SAC,TD3,t-test,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,0.5,2,0.013,0.003582038525755969
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,2,0.004,0.001995995991979944
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,2,0.325,0.014811313243598625
Ant-v5,SAC,TD3,permutation,0.01,0.5,2,0.334,0.014914556647785411
Ant-v5,SAC,TD3,t-test,0.01,0.5,3,0.012,0.003443254274665175
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,3,0.004,0.001995995991979944
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,3,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,3,0.138,0.01090669519148674
Ant-v5,SAC,TD3,permutation,0.01,0.5,3,0.103,0.009612023720320296
Ant-v5,SAC,TD3,t-test,0.01,0.5,5,0.005,0.0022304708023195463
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,5,0.009,0.002986469487538756
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,5,0.023,0.004740358636221525
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,5,0.053,0.00708456067798138
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,5,0.09,0.009049861877399014
Ant-v5,SAC,TD3,permutation,0.01,0.5,5,0.021,0.004534203347888138
Ant-v5,SAC,TD3,t-test,0.01,0.5,10,0.015,0.003843826218756514
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,10,0.009,0.002986469487538756
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,10,0.072,0.008174105455644672
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,10,0.132,0.010704017937204702
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,10,0.101,0.009528850927577786
Ant-v5,SAC,TD3,permutation,0.01,0.5,10,0.031,0.0054807846153630225
Ant-v5,SAC,TD3,t-test,0.01,0.5,20,0.076,0.008379976133617566
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,20,0.064,0.007739767438366608
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,20,0.279,0.014183053267896867
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,20,0.344,0.015022117027902558
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,20,0.196,0.012553246592017541
Ant-v5,SAC,TD3,permutation,0.01,0.5,20,0.09,0.009049861877399014
Ant-v5,SAC,TD3,t-test,0.01,0.5,30,0.143,0.011070275515993266
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,30,0.18,0.012149074038789953
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,30,0.513,0.015806043148112688
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,30,0.538,0.015765658882520576
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,30,0.371,0.015276092432294327
Ant-v5,SAC,TD3,permutation,0.01,0.5,30,0.203,0.012719709116170857
Ant-v5,SAC,TD3,t-test,0.01,0.5,50,0.427,0.015641962792437524
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,50,0.428,0.015646597074124458
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,50,0.797,0.012719709116170855
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,50,0.802,0.012601428490452976
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,50,0.582,0.015597307459943206
Ant-v5,SAC,TD3,permutation,0.01,0.5,50,0.459,0.015758140753274162
Ant-v5,SAC,TD3,t-test,0.01,0.5,100,0.88,0.010276186062932104
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,100,0.884,0.010126401137620413
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,100,0.986,0.0037153734670958734
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,100,0.99,0.003146426544510456
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,100,0.926,0.008277922444671728
Ant-v5,SAC,TD3,permutation,0.01,0.5,100,0.909,0.009094998625618366
Ant-v5,SAC,TD3,t-test,0.01,1.0,2,0.011,0.003298332912245215
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,2,0.004,0.001995995991979944
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,2,0.456,0.015750047618975634
Ant-v5,SAC,TD3,permutation,0.01,1.0,2,0.503,0.01581110369329099
Ant-v5,SAC,TD3,t-test,0.01,1.0,3,0.019,0.004317290817167636
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,3,0.008,0.0028170906978654416
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,3,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,3,0.315,0.01468928180681411
Ant-v5,SAC,TD3,permutation,0.01,1.0,3,0.263,0.013922320208930694
Ant-v5,SAC,TD3,t-test,0.01,1.0,5,0.031,0.0054807846153630225
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,5,0.021,0.004534203347888138
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,5,0.087,0.00891240708226459
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,5,0.199,0.012625331678811452
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,5,0.346,0.015042739112276061
Ant-v5,SAC,TD3,permutation,0.01,1.0,5,0.115,0.010088359628799918
Ant-v5,SAC,TD3,t-test,0.01,1.0,10,0.221,0.013120937466507492
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,10,0.206,0.0127892142057282
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,10,0.406,0.015529455882290275
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,10,0.491,0.015808826648426505
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,10,0.663,0.014947608504372864
Ant-v5,SAC,TD3,permutation,0.01,1.0,10,0.362,0.015197236590906913
Ant-v5,SAC,TD3,t-test,0.01,1.0,20,0.801,0.012625331678811452
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,20,0.77,0.013307892395116514
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,20,0.881,0.010239091756596383
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,20,0.881,0.010239091756596383
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,20,0.935,0.0077958322198467015
Ant-v5,SAC,TD3,permutation,0.01,1.0,20,0.86,0.010972693379476163
Ant-v5,SAC,TD3,t-test,0.01,1.0,30,0.967,0.005648982209212561
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,30,0.971,0.005306505441436956
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,30,0.988,0.003443254274665176
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,30,0.983,0.004087909000944127
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,30,0.995,0.002230470802319547
Ant-v5,SAC,TD3,permutation,0.01,1.0,30,0.985,0.0038438262187565153
Ant-v5,SAC,TD3,t-test,0.01,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,1.0,50,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,1.0,100,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,2.0,2,0.052,0.007021111023192838
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,2,0.018,0.004204283529925164
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,2,0.968,0.005565608681896351
Ant-v5,SAC,TD3,permutation,0.01,2.0,2,0.974,0.005032295698784007
Ant-v5,SAC,TD3,t-test,0.01,2.0,3,0.152,0.011353237423748346
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,3,0.084,0.008771772910877254
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,3,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,3,0.976,0.004839834707921338
Ant-v5,SAC,TD3,permutation,0.01,2.0,3,0.897,0.009612023720320294
Ant-v5,SAC,TD3,t-test,0.01,2.0,5,0.652,0.015063067416698366
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,5,0.466,0.01577479001445027
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,5,0.565,0.015677212762477903
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,5,0.791,0.012857643641040918
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,5,0.998,0.0014127986409959495
Ant-v5,SAC,TD3,permutation,0.01,2.0,5,0.888,0.00997276290703835
Ant-v5,SAC,TD3,t-test,0.01,2.0,10,0.992,0.0028170906978654425
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,10,0.976,0.004839834707921338
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,10,0.993,0.002636474919281427
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,10,0.996,0.0019959959919799443
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,50,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,100,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,100,1.0,0.0
Ant-v5,SAC,DDPG,t-test,0.05,0.5,2,0.075,0.008329165624478841
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,2,0.035,0.005811626278418116
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,2,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,2,0.0,0.0
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,2,0.376,0.015317441039547044
Ant-v5,SAC,DDPG,permutation,0.05,0.5,2,0.358,0.01516034300403523
Ant-v5,SAC,DDPG,t-test,0.05,0.5,3,0.062,0.007626008130076967
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,3,0.045,0.0065555320150236475
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,3,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,3,0.252,0.013729384545565033
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,3,0.228,0.013267102170406317
Ant-v5,SAC,DDPG,permutation,0.05,0.5,3,0.109,0.00985489725973843
Ant-v5,SAC,DDPG,t-test,0.05,0.5,5,0.057,0.007331507348424334
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,5,0.037,0.005969170796685248
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,5,0.15,0.011291589790636216
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,5,0.241,0.013524755080961725
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,5,0.183,0.012227469075814503
Ant-v5,SAC,DDPG,permutation,0.05,0.5,5,0.075,0.008329165624478841
Ant-v5,SAC,DDPG,t-test,0.05,0.5,10,0.077,0.00843036179532053
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,10,0.101,0.009528850927577786
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,10,0.451,0.01573527883451704
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,10,0.483,0.01580224667571039
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,10,0.221,0.013120937466507492
Ant-v5,SAC,DDPG,permutation,0.05,0.5,10,0.119,0.010239091756596383
Ant-v5,SAC,DDPG,t-test,0.05,0.5,20,0.284,0.014259873772232347
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,20,0.276,0.014135911714495106
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,20,0.72,0.014198591479439079
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,20,0.757,0.013562853682024296
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,20,0.404,0.015517216245190372
Ant-v5,SAC,DDPG,permutation,0.05,0.5,20,0.279,0.014183053267896867
Ant-v5,SAC,DDPG,t-test,0.05,0.5,30,0.483,0.01580224667571039
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,30,0.487,0.015806043148112688
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,30,0.906,0.009228434320078352
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,30,0.901,0.009444522221901962
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,30,0.564,0.015681326474504636
Ant-v5,SAC,DDPG,permutation,0.05,0.5,30,0.484,0.015803290796539814
Ant-v5,SAC,DDPG,t-test,0.05,0.5,50,0.735,0.013956181426163821
